ZIP_CODE,Health Insurance Coverage - Civilian noninstitutionalized population 19 to 64 years,Sex and Age - Total population - 18 years and over,Sex and Age - Total population - 18 years and over - Female,Sex and Age - Total population - 21 years and over,Employment Status - Females 16 years and over,Employment Status - Population 16 years and over,Sex and Age - Total population - 16 years and over,Health Insurance Coverage - Civilian noninstitutionalized population,Sex and Age - Total population - Female
16693,2589,3323.0,1518.0,3162.0,1578,3458,3458.0,4226,1934.0
16694,166,227.0,116.0,215.0,139,262,262.0,374,164.0
16695,595,750.0,383.0,728.0,388,762,762.0,1034,529.0
16699,0,0.0,0.0,0.0,0,0,0.0,0,0.0
16701,10262,13481.0,6698.0,12581.0,6869,13914,13914.0,16572,8388.0
16720,632,949.0,469.0,915.0,490,979,979.0,1235,580.0
16724,64,84.0,51.0,84.0,58,91,91.0,98,62.0
16725,24,33.0,14.0,33.0,14,33,33.0,64,14.0
16726,340,446.0,248.0,417.0,248,450,450.0,531,259.0
16727,99,118.0,54.0,118.0,54,118,118.0,209,54.0
16729,451,575.0,310.0,557.0,332,604,604.0,733,417.0
16730,91,102.0,57.0,102.0,57,102,102.0,102,57.0
16731,1410,1998.0,957.0,1938.0,987,2042,2042.0,2400,1149.0
16732,81,116.0,57.0,116.0,57,116,116.0,129,65.0
16733,49,167.0,125.0,167.0,129,171,171.0,181,137.0
16734,126,183.0,86.0,172.0,94,194,194.0,208,103.0
16735,3381,4918.0,2503.0,4738.0,2622,5106,5106.0,6060,3128.0
16738,674,2086.0,439.0,2046.0,444,2101,2101.0,1139,521.0
16740,568,728.0,326.0,715.0,344,778,778.0,962,433.0
16743,2087,2872.0,1391.0,2759.0,1441,2947,2947.0,3844,1875.0
16744,183,187.0,64.0,187.0,64,187,187.0,224,76.0
16745,284,519.0,291.0,515.0,313,556,556.0,663,370.0
16746,573,838.0,367.0,807.0,369,859,859.0,1036,447.0
16748,1618,2231.0,1134.0,2154.0,1166,2289,2289.0,2789,1453.0
16749,1852,3049.0,1575.0,2887.0,1611,3159,3159.0,3630,1986.0
16750,409,482.0,168.0,465.0,184,516,516.0,605,213.0
16801,32396,38063.0,17782.0,32194.0,18193,38730,38730.0,43205,20370.0
16802,7484,11549.0,5965.0,1611.0,6036,11620,11620.0,11663,6042.0
16803,17466,20759.0,9771.0,18787.0,9890,21060,21060.0,23990,11408.0
16820,697,848.0,414.0,793.0,442,907,907.0,1567,741.0
16821,185,228.0,104.0,215.0,104,228,228.0,228,104.0
16822,1181,1533.0,804.0,1486.0,829,1597,1597.0,1861,940.0
16823,15565,25422.0,10408.0,25187.0,10561,25726,25726.0,24646,12462.0
16825,161,178.0,72.0,178.0,72,188,188.0,225,87.0
16826,215,352.0,175.0,351.0,175,352,352.0,383,191.0
16827,2742,3744.0,2027.0,3622.0,2041,3852,3852.0,4752,2381.0
16828,2409,3631.0,1750.0,3542.0,1816,3752,3752.0,4633,2332.0
16829,345,513.0,260.0,504.0,281,541,541.0,722,354.0
16830,7314,10620.0,5456.0,10113.0,5697,10946,10946.0,13209,6816.0
16832,173,247.0,119.0,238.0,119,251,251.0,289,137.0
16833,2972,4176.0,2124.0,4011.0,2151,4243,4243.0,5186,2696.0
16834,471,546.0,308.0,504.0,313,555,555.0,609,329.0
16835,154,206.0,107.0,198.0,118,218,218.0,258,139.0
16836,645,930.0,442.0,904.0,466,960,960.0,1085,537.0
16837,65,77.0,34.0,77.0,34,77,77.0,101,34.0
16838,1159,1539.0,700.0,1477.0,711,1571,1571.0,1875,812.0
16839,272,348.0,179.0,311.0,182,351,351.0,487,255.0
16840,200,264.0,126.0,240.0,156,321,321.0,387,185.0
16841,4037,5228.0,2418.0,5093.0,2498,5388,5388.0,6723,3049.0
16843,350,449.0,209.0,449.0,209,449,449.0,557,308.0
16844,1649,2126.0,1035.0,2047.0,1052,2180,2180.0,2518,1194.0
16845,474,866.0,392.0,852.0,396,876,876.0,798,426.0
16847,358,379.0,116.0,369.0,116,379,379.0,390,120.0
16848,142,185.0,83.0,185.0,83,185,185.0,211,96.0
16849,69,93.0,47.0,93.0,47,93,93.0,108,62.0
16851,1007,1093.0,443.0,1093.0,443,1119,1119.0,1234,535.0
16852,129,180.0,78.0,179.0,80,202,202.0,287,100.0
16853,200,262.0,149.0,262.0,160,273,273.0,328,189.0
16854,403,524.0,244.0,497.0,252,553,553.0,650,280.0
16855,50,63.0,11.0,49.0,11,73,73.0,73,11.0
16856,36,69.0,34.0,69.0,34,69,69.0,69,34.0
16858,2097,3091.0,1647.0,2939.0,1712,3199,3199.0,3790,2013.0
16859,297,398.0,183.0,380.0,192,413,413.0,467,220.0
16860,243,263.0,213.0,263.0,213,263,263.0,308,213.0
16861,131,225.0,112.0,222.0,112,227,227.0,270,136.0
16863,306,446.0,232.0,435.0,237,451,451.0,540,269.0
16864,51,89.0,49.0,88.0,55,98,98.0,107,56.0
16865,815,1205.0,543.0,1140.0,576,1247,1247.0,1308,576.0
16866,4474,8500.0,3444.0,8382.0,3519,8670,8670.0,7896,4124.0
16868,787,1008.0,504.0,1008.0,504,1008,1008.0,1072,568.0
16870,4514,5552.0,2634.0,5497.0,2755,5792,5792.0,7734,3750.0
16871,51,62.0,29.0,62.0,29,62,62.0,62,29.0
16872,680,904.0,488.0,838.0,515,978,978.0,1404,727.0
16874,768,1035.0,527.0,998.0,538,1069,1069.0,1304,647.0
16875,2231,2869.0,1485.0,2804.0,1583,3047,3047.0,3851,1986.0
16876,154,199.0,80.0,187.0,80,199,199.0,246,101.0
16877,1228,1613.0,849.0,1570.0,879,1662,1662.0,1966,1024.0
16878,1091,1439.0,695.0,1415.0,712,1508,1508.0,1817,874.0
16879,276,345.0,176.0,345.0,176,345,345.0,374,183.0
16881,1477,2011.0,970.0,1963.0,1032,2102,2102.0,2402,1197.0
16882,283,390.0,166.0,368.0,169,403,403.0,520,212.0
16901,5656,8805.0,4564.0,8424.0,4665,9033,9033.0,10353,5434.0
16910,41,57.0,36.0,57.0,36,63,63.0,77,41.0
16911,94,233.0,107.0,213.0,107,243,243.0,260,120.0
16912,1562,1874.0,958.0,1692.0,1003,2034,2034.0,2526,1214.0
16914,1298,1759.0,910.0,1701.0,967,1835,1835.0,2392,1186.0
16915,3206,4797.0,2438.0,4695.0,2553,4957,4957.0,5707,3009.0
16917,590,872.0,452.0,836.0,480,909,909.0,1073,572.0
16920,992,1478.0,789.0,1434.0,823,1544,1544.0,1859,961.0
16921,349,502.0,251.0,498.0,251,504,504.0,570,280.0
16922,932,1426.0,739.0,1368.0,761,1492,1492.0,1738,922.0
16923,711,1084.0,522.0,1075.0,530,1108,1108.0,1333,656.0
16925,1753,2502.0,1196.0,2430.0,1236,2587,2587.0,3319,1528.0
16926,541,759.0,371.0,738.0,377,773,773.0,1051,521.0
16927,250,406.0,182.0,387.0,182,412,412.0,500,246.0
16928,895,1209.0,581.0,1124.0,594,1262,1262.0,1473,724.0
16929,1458,1901.0,926.0,1818.0,981,2015,2015.0,2421,1174.0
16930,629,884.0,428.0,829.0,447,925,925.0,1166,537.0
16932,457,603.0,316.0,553.0,316,614,614.0,750,380.0
16933,3689,5066.0,2663.0,4727.0,2709,5248,5248.0,6339,3181.0
16935,637,921.0,453.0,879.0,486,954,954.0,1144,606.0
16936,1202,1755.0,869.0,1677.0,884,1804,1804.0,2179,1062.0
16937,72,104.0,57.0,104.0,57,104,104.0,121,65.0
16938,481,644.0,289.0,631.0,293,652,652.0,755,345.0
16939,230,254.0,143.0,254.0,143,254,254.0,480,262.0
16940,27,43.0,23.0,43.0,23,43,43.0,56,36.0
16941,49,81.0,33.0,69.0,33,83,83.0,110,50.0
16942,510,637.0,305.0,608.0,306,641,641.0,830,413.0
16943,193,357.0,150.0,345.0,154,364,364.0,407,164.0
16946,1568,2088.0,972.0,2030.0,988,2116,2116.0,2505,1181.0
16947,2320,3702.0,1962.0,3576.0,1987,3774,3774.0,4143,2337.0
16948,911,1208.0,619.0,1148.0,658,1274,1274.0,1763,809.0
16950,1833,2587.0,1292.0,2512.0,1403,2731,2731.0,3309,1644.0
17002,327,400.0,193.0,380.0,195,402,402.0,549,245.0
17003,7261,10176.0,5017.0,8734.0,5075,10400,10400.0,12020,5921.0
17004,2215,3333.0,1786.0,3263.0,1865,3543,3543.0,5044,2612.0
17005,165,227.0,113.0,224.0,113,237,237.0,290,143.0
17006,497,656.0,323.0,640.0,327,674,674.0,1010,458.0
17007,3049,4530.0,2293.0,4293.0,2377,4639,4639.0,5963,2986.0
17009,956,1349.0,658.0,1336.0,726,1453,1453.0,1757,851.0
17010,201,201.0,109.0,201.0,109,201,201.0,463,326.0
17011,19393,30595.0,14168.0,29179.0,14619,31544,31544.0,33614,18135.0
17013,20032,28711.0,14920.0,26196.0,15239,29486,29486.0,34113,18186.0
17014,117,130.0,67.0,130.0,67,137,137.0,180,95.0
17015,14245,19462.0,9965.0,18629.0,10243,19961,19961.0,24312,12500.0
17016,381,880.0,424.0,880.0,424,880,880.0,921,460.0
17017,785,1213.0,608.0,1192.0,627,1265,1265.0,1490,766.0
17018,2279,3309.0,1770.0,3221.0,1836,3382,3382.0,4083,2190.0
17019,11009,14624.0,7501.0,14149.0,7887,15254,15254.0,19054,9764.0
17020,4979,6970.0,3519.0,6770.0,3606,7101,7101.0,8438,4246.0
17021,543,849.0,400.0,839.0,410,877,877.0,983,447.0
17022,18161,25010.0,13250.0,23198.0,13520,25733,25733.0,30462,15910.0
17023,2015,2619.0,1320.0,2470.0,1358,2699,2699.0,3318,1647.0
17024,1130,1519.0,683.0,1460.0,714,1599,1599.0,2002,968.0
17025,10755,13539.0,6624.0,12893.0,6710,13817,13817.0,16838,8458.0
17026,2167,2712.0,1401.0,2605.0,1460,2814,2814.0,3575,1929.0
17027,1845,2446.0,1364.0,858.0,1364,2446,2446.0,2600,1436.0
17028,2387,2950.0,1454.0,2823.0,1523,3102,3102.0,3416,1715.0
17029,206,258.0,108.0,210.0,108,258,258.0,225,108.0
17030,359,441.0,160.0,424.0,166,452,452.0,646,245.0
17032,4355,6027.0,3079.0,5756.0,3113,6190,6190.0,7584,3819.0
17033,10226,13731.0,7360.0,13114.0,7667,14351,14351.0,17212,8914.0
17034,1553,2020.0,1056.0,1974.0,1082,2107,2107.0,2691,1357.0
17035,388,676.0,316.0,666.0,321,685,685.0,792,373.0
17036,13012,16921.0,9020.0,16434.0,9208,17442,17442.0,21759,10917.0
17037,501,632.0,307.0,595.0,326,680,680.0,942,490.0
17038,5031,6485.0,3324.0,6307.0,3433,6686,6686.0,8343,4326.0
17039,71,71.0,28.0,71.0,28,71,71.0,71,28.0
17040,1315,1775.0,861.0,1750.0,897,1840,1840.0,2362,1116.0
17041,205,205.0,110.0,176.0,110,205,205.0,205,110.0
17042,22209,30456.0,15226.0,29171.0,15745,31473,31473.0,38205,19637.0
17043,4010,4726.0,2419.0,4648.0,2438,4773,4773.0,5820,2990.0
17044,11592,16193.0,8486.0,15593.0,8595,16526,16526.0,20011,10715.0
17045,2047,2775.0,1443.0,2650.0,1485,2920,2920.0,3613,1859.0
17046,17927,23958.0,12403.0,22892.0,12788,24796,24796.0,31350,15733.0
17047,1388,1860.0,929.0,1755.0,972,2030,2030.0,2867,1490.0
17048,2128,2819.0,1357.0,2714.0,1429,2955,2955.0,3766,1811.0
17049,1420,2013.0,1059.0,1990.0,1090,2178,2178.0,3055,1461.0
17050,23684,31545.0,16368.0,30696.0,16907,32632,32632.0,41576,21118.0
17051,2582,3889.0,1913.0,3740.0,1940,3995,3995.0,4872,2442.0
17052,910,1212.0,602.0,1142.0,641,1277,1277.0,1500,735.0
17053,3270,4230.0,2124.0,4162.0,2172,4296,4296.0,5088,2507.0
17054,116,163.0,72.0,154.0,72,166,166.0,178,78.0
17055,22258,31407.0,16852.0,30464.0,17251,32405,32405.0,38542,20485.0
17056,35,35.0,27.0,35.0,27,35,35.0,35,27.0
17057,14285,18892.0,9577.0,17491.0,9709,19391,19391.0,23214,11591.0
17058,944,1271.0,629.0,1209.0,712,1379,1379.0,1546,899.0
17059,4570,6298.0,3050.0,6069.0,3164,6500,6500.0,7774,3872.0
17060,605,777.0,390.0,736.0,402,803,803.0,1040,502.0
17061,3798,5330.0,2660.0,5103.0,2730,5630,5630.0,6856,3382.0
17062,2398,3168.0,1557.0,3037.0,1645,3348,3348.0,4147,2066.0
17063,2017,2612.0,1346.0,2419.0,1360,2699,2699.0,3262,1679.0
17064,403,759.0,389.0,746.0,401,771,771.0,979,492.0
17065,2409,3041.0,1397.0,2920.0,1442,3119,3119.0,3596,1644.0
17066,2779,3846.0,1845.0,3718.0,1905,3942,3942.0,4995,2350.0
17067,8101,12032.0,6056.0,11565.0,6192,12369,12369.0,15626,7837.0
17068,2540,3624.0,1749.0,3447.0,1792,3691,3691.0,4101,2083.0
17069,190,263.0,134.0,252.0,134,263,263.0,318,163.0
17070,10765,13869.0,6982.0,13502.0,7146,14355,14355.0,16816,8160.0
17071,75,94.0,35.0,90.0,37,99,99.0,122,50.0
17073,2971,3819.0,1938.0,3665.0,2090,4030,4030.0,5561,2752.0
17074,4444,5774.0,2813.0,5546.0,2908,5936,5936.0,7269,3530.0
17075,101,126.0,69.0,124.0,70,127,127.0,152,87.0
17076,134,134.0,37.0,134.0,37,134,134.0,134,37.0
17077,42,42.0,21.0,42.0,21,42,42.0,42,21.0
17078,12471,17018.0,9156.0,16482.0,9554,17769,17769.0,22731,12270.0
17080,151,225.0,114.0,212.0,126,238,238.0,307,146.0
17081,118,278.0,151.0,278.0,151,278,278.0,278,151.0
17082,1695,2283.0,1161.0,2187.0,1225,2398,2398.0,2978,1474.0
17084,2519,3525.0,1758.0,3310.0,1904,3739,3739.0,4761,2313.0
17086,1206,1663.0,866.0,1608.0,891,1735,1735.0,2072,1113.0
17087,1407,1882.0,947.0,1753.0,957,1945,1945.0,2551,1270.0
17088,410,557.0,262.0,557.0,262,582,582.0,668,338.0
17090,3384,4464.0,2260.0,4305.0,2299,4555,4555.0,5464,2719.0
17093,791,813.0,425.0,622.0,425,818,818.0,1083,625.0
17094,1249,1850.0,965.0,1774.0,976,1872,1872.0,2466,1334.0
17097,465,610.0,350.0,573.0,357,639,639.0,787,414.0
17098,1413,1789.0,894.0,1757.0,983,1904,1904.0,2376,1173.0
17099,574,1083.0,499.0,1082.0,533,1117,1117.0,1185,583.0
17101,1657,2147.0,647.0,1977.0,647,2147,2147.0,2175,684.0
17102,5551,6848.0,3434.0,6698.0,3444,6876,6876.0,7523,3855.0
17103,7278,8610.0,4784.0,8161.0,4946,8975,8975.0,13368,7268.0
17104,10597,12994.0,6798.0,12333.0,7152,13596,13596.0,20085,10454.0
17109,15118,19610.0,10790.0,18906.0,11118,20337,20337.0,25285,14059.0
17110,15327,20490.0,10939.0,19785.0,11179,20977,20977.0,25733,13689.0
17111,21591,29547.0,14946.0,28376.0,15366,30301,30301.0,35659,18718.0
17112,21378,29847.0,15156.0,28976.0,15701,31031,31031.0,36965,18799.0
17113,6576,8305.0,4425.0,7766.0,4608,8705,8705.0,10795,5923.0
17120,0,0.0,0.0,0.0,0,0,0.0,0,0.0
17201,15594,21850.0,11623.0,20659.0,11994,22549,22549.0,27265,14644.0
17202,18769,24987.0,12565.0,23920.0,12922,25824,25824.0,31490,15826.0
17210,96,137.0,81.0,137.0,81,154,154.0,192,101.0
17211,260,358.0,191.0,344.0,202,388,388.0,452,246.0
17212,299,431.0,216.0,425.0,222,437,437.0,531,275.0
17213,364,540.0,302.0,518.0,321,568,568.0,638,369.0
17214,384,698.0,308.0,690.0,308,709,709.0,856,395.0
17215,125,158.0,71.0,142.0,74,164,164.0,189,92.0
17217,69,98.0,34.0,98.0,34,104,104.0,121,45.0
17219,209,372.0,127.0,372.0,132,377,377.0,486,145.0
17220,248,328.0,166.0,326.0,166,333,333.0,424,190.0
17221,301,405.0,211.0,390.0,225,422,422.0,488,271.0
17222,5284,8422.0,4217.0,8323.0,4336,8730,8730.0,10236,5348.0
17223,192,226.0,136.0,223.0,136,226,226.0,287,172.0
17224,1104,1541.0,723.0,1447.0,747,1572,1572.0,1701,851.0
17225,12004,15676.0,8032.0,15001.0,8405,16197,16197.0,21399,10776.0
17228,586,796.0,427.0,745.0,449,818,818.0,1081,599.0
17229,765,1020.0,467.0,953.0,487,1054,1054.0,1243,591.0
17232,35,43.0,17.0,43.0,17,43,43.0,43,17.0
17233,2998,4240.0,2119.0,4096.0,2229,4411,4411.0,5357,2659.0
17235,402,583.0,307.0,528.0,307,608,608.0,834,436.0
17236,4628,6319.0,3323.0,6045.0,3378,6444,6444.0,7887,3969.0
17237,1249,1584.0,814.0,1258.0,854,1632,1632.0,1838,952.0
17238,1160,1564.0,743.0,1518.0,759,1598,1598.0,1928,918.0
17239,83,123.0,62.0,119.0,69,133,133.0,176,96.0
17240,2149,2796.0,1345.0,2642.0,1396,2865,2865.0,3752,1853.0
17241,6550,8682.0,4261.0,8348.0,4374,8967,8967.0,11111,5440.0
17243,679,1091.0,634.0,1060.0,642,1105,1105.0,1202,754.0
17244,1204,1613.0,784.0,1542.0,803,1659,1659.0,2075,1065.0
17246,377,434.0,189.0,372.0,207,452,452.0,582,261.0
17247,0,419.0,272.0,419.0,272,419,419.0,280,272.0
17249,189,263.0,144.0,263.0,152,273,273.0,328,175.0
17250,75,110.0,39.0,110.0,39,110,110.0,110,39.0
17251,47,63.0,29.0,59.0,29,63,63.0,84,39.0
17252,2451,2938.0,1516.0,2800.0,1601,3084,3084.0,4024,2062.0
17253,212,262.0,123.0,236.0,138,284,284.0,349,166.0
17254,152,395.0,228.0,376.0,228,412,412.0,444,247.0
17255,570,898.0,495.0,862.0,539,948,948.0,1163,660.0
17257,16434,22477.0,11188.0,19704.0,11518,23348,23348.0,28346,13978.0
17260,457,823.0,385.0,795.0,395,843,843.0,984,420.0
17261,0,19.0,0.0,0.0,28,106,106.0,0,42.0
17262,593,754.0,382.0,713.0,388,773,773.0,883,449.0
17263,457,569.0,226.0,552.0,226,569,569.0,794,300.0
17264,1232,1792.0,913.0,1680.0,942,1843,1843.0,2322,1239.0
17265,214,325.0,164.0,319.0,177,338,338.0,427,205.0
17266,335,423.0,220.0,394.0,223,434,434.0,510,253.0
17267,1614,2231.0,1058.0,2176.0,1084,2292,2292.0,2787,1280.0
17268,16448,21865.0,11402.0,21074.0,11715,22590,22590.0,28742,14613.0
17271,299,383.0,179.0,376.0,179,397,397.0,480,223.0
17301,2356,3155.0,1698.0,2982.0,1742,3275,3275.0,4184,2293.0
17302,1701,2282.0,1030.0,2192.0,1030,2307,2307.0,2575,1156.0
17303,230,288.0,171.0,262.0,174,296,296.0,395,215.0
17304,1808,2128.0,1025.0,2091.0,1075,2217,2217.0,2712,1220.0
17306,354,461.0,212.0,438.0,216,472,472.0,566,249.0
17307,3205,4554.0,2300.0,4449.0,2398,4740,4740.0,5712,2886.0
17309,1081,1430.0,726.0,1315.0,726,1470,1470.0,1947,881.0
17311,108,162.0,86.0,162.0,86,162,162.0,168,86.0
17313,6286,8117.0,4347.0,7918.0,4431,8286,8286.0,10870,5734.0
17314,3418,4542.0,2248.0,4386.0,2279,4703,4703.0,6057,2931.0
17315,15356,21452.0,11023.0,20986.0,11451,22149,22149.0,26587,13665.0
17316,4964,6645.0,3389.0,6497.0,3518,6850,6850.0,8508,4341.0
17317,250,309.0,135.0,301.0,139,316,316.0,455,201.0
17318,272,326.0,206.0,302.0,206,326,326.0,473,249.0
17319,7127,8759.0,4420.0,8416.0,4509,8954,8954.0,11276,5635.0
17320,4813,6478.0,3272.0,6290.0,3335,6725,6725.0,8194,4125.0
17321,1430,1835.0,892.0,1730.0,922,1893,1893.0,2265,1104.0
17322,3857,4808.0,2339.0,4694.0,2401,4900,4900.0,5938,2802.0
17323,72,85.0,33.0,81.0,33,85,85.0,100,33.0
17324,2052,3111.0,1486.0,3083.0,1529,3168,3168.0,3846,1876.0
17325,16102,24049.0,12261.0,21344.0,12461,24514,24514.0,27921,14457.0
17327,4803,6250.0,3200.0,6132.0,3411,6551,6551.0,8118,4182.0
17329,1461,2242.0,1159.0,2081.0,1230,2325,2325.0,2973,1571.0
17331,31010,42312.0,21929.0,40627.0,22517,43680,43680.0,53732,27564.0
17339,3922,5144.0,2383.0,4845.0,2498,5325,5325.0,6232,2952.0
17340,6611,8690.0,4295.0,8212.0,4436,9026,9026.0,11312,5646.0
17342,393,431.0,204.0,415.0,235,484,484.0,602,250.0
17343,82,124.0,29.0,124.0,29,124,124.0,124,29.0
17344,1947,2693.0,1319.0,2626.0,1409,2815,2815.0,3616,1743.0
17345,5211,6552.0,3405.0,6437.0,3419,6627,6627.0,7915,3935.0
17347,3848,4944.0,2479.0,4772.0,2598,5215,5215.0,6538,3247.0
17349,4514,6259.0,3140.0,6092.0,3311,6617,6617.0,7906,4030.0
17350,7401,10457.0,5621.0,10008.0,5877,10828,10828.0,13107,7303.0
17352,873,1274.0,685.0,1116.0,704,1317,1317.0,1595,829.0
17353,1754,2263.0,1039.0,2203.0,1085,2309,2309.0,2871,1279.0
17355,195,258.0,136.0,247.0,160,292,292.0,335,179.0
17356,14024,18003.0,9198.0,17152.0,9454,18553,18553.0,22854,11521.0
17360,3348,4427.0,1939.0,4203.0,2072,4605,4605.0,5996,2844.0
17361,3142,5096.0,2629.0,4957.0,2770,5276,5276.0,6178,3055.0
17362,8126,11205.0,5472.0,10872.0,5662,11626,11626.0,14229,6992.0
17363,5018,6809.0,3542.0,6661.0,3650,7032,7032.0,8431,4261.0
17364,2309,2978.0,1413.0,2852.0,1566,3236,3236.0,3830,1900.0
17365,1689,2210.0,1011.0,2164.0,1017,2231,2231.0,2648,1253.0
17366,3677,4579.0,2233.0,4448.0,2397,4859,4859.0,6096,2980.0
17368,3778,4900.0,2354.0,4722.0,2424,5051,5051.0,6279,3131.0
17370,3708,4904.0,2310.0,4518.0,2403,5080,5080.0,6114,2866.0
17371,232,263.0,135.0,259.0,138,266,266.0,323,188.0
17372,2358,3000.0,1523.0,2897.0,1556,3111,3111.0,3858,1907.0
17401,11143,13602.0,7006.0,12329.0,7263,14104,14104.0,18188,9199.0
17402,19262,28798.0,14043.0,27830.0,14608,29830,29830.0,34981,18691.0
17403,23768,31001.0,16260.0,28114.0,16675,32052,32052.0,39358,19980.0
17404,22706,28632.0,15106.0,27390.0,15639,29828,29828.0,37570,19802.0
17406,14114,18600.0,9423.0,17681.0,9766,19271,19271.0,23874,12327.0
17407,1659,2049.0,963.0,1943.0,984,2109,2109.0,2751,1327.0
17408,13896,18929.0,9645.0,18114.0,9895,19546,19546.0,23394,11798.0
17501,2549,3526.0,1772.0,3467.0,1872,3658,3658.0,4643,2353.0
17502,1654,2099.0,1080.0,2022.0,1150,2169,2169.0,2557,1367.0
17504,58,105.0,51.0,105.0,51,105,105.0,130,51.0
17505,766,1032.0,533.0,981.0,547,1062,1062.0,1543,886.0
17506,360,360.0,236.0,326.0,236,360,360.0,396,236.0
17507,108,108.0,58.0,108.0,58,108,108.0,108,58.0
17508,374,561.0,300.0,561.0,300,614,614.0,922,492.0
17509,2463,3209.0,1528.0,2882.0,1663,3409,3409.0,4814,2507.0
17512,10369,14745.0,7629.0,13962.0,7822,15283,15283.0,18128,9562.0
17516,3406,4093.0,2002.0,3888.0,2039,4162,4162.0,4891,2380.0
17517,9703,12233.0,5634.0,11548.0,5839,12757,12757.0,15812,7395.0
17518,834,1101.0,500.0,1019.0,513,1134,1134.0,1675,734.0
17519,3310,4799.0,2408.0,4620.0,2483,4998,4998.0,6321,3140.0
17520,2826,3852.0,1897.0,3815.0,2004,4017,4017.0,5076,2587.0
17522,19087,26018.0,13052.0,25068.0,13447,26756,26756.0,33403,16994.0
17527,3844,4723.0,2326.0,4448.0,2396,4896,4896.0,6304,3112.0
17529,2267,3105.0,1522.0,2839.0,1591,3314,3314.0,4663,2259.0
17532,1888,2405.0,1107.0,2284.0,1140,2458,2458.0,3328,1578.0
17534,28,69.0,20.0,69.0,20,69,69.0,69,20.0
17535,1498,1828.0,973.0,1698.0,1025,1912,1912.0,3124,1467.0
17536,1648,2334.0,1354.0,2212.0,1409,2496,2496.0,3536,1931.0
17538,4837,6406.0,3393.0,6283.0,3425,6468,6468.0,7531,3994.0
17540,6373,7841.0,4044.0,7428.0,4295,8280,8280.0,11483,5833.0
17543,24979,35065.0,18341.0,33866.0,18915,36196,36196.0,45294,23048.0
17545,12555,17604.0,8627.0,16931.0,8880,18043,18043.0,22062,10674.0
17547,5295,6674.0,3156.0,6384.0,3244,6777,6777.0,8362,4144.0
17550,296,387.0,182.0,387.0,207,412,412.0,452,247.0
17551,7204,9324.0,5015.0,7294.0,5114,9512,9512.0,10738,5906.0
17552,11706,15530.0,7987.0,15163.0,8057,15639,15639.0,19556,9658.0
17554,4388,5701.0,3083.0,5515.0,3105,5723,5723.0,7505,3853.0
17555,3527,4534.0,2361.0,4404.0,2451,4743,4743.0,6624,3321.0
17557,7669,11543.0,5998.0,10984.0,6135,12065,12065.0,15240,7770.0
17560,3006,3973.0,2037.0,3743.0,2037,4115,4115.0,5193,2581.0
17562,2362,2948.0,1447.0,2703.0,1543,3139,3139.0,4544,2169.0
17563,1871,2501.0,1264.0,2377.0,1315,2613,2613.0,4031,2025.0
17565,1336,1717.0,871.0,1645.0,906,1776,1776.0,2389,1097.0
17566,6518,8893.0,4649.0,8341.0,4915,9305,9305.0,12254,6243.0
17568,83,83.0,39.0,83.0,39,83,83.0,200,78.0
17569,3757,5064.0,2331.0,4816.0,2431,5312,5312.0,7261,3533.0
17570,231,254.0,132.0,220.0,132,267,267.0,301,146.0
17572,2120,2649.0,1395.0,2464.0,1408,2769,2769.0,3740,1987.0
17576,0,0.0,0.0,0.0,0,0,0.0,0,0.0
17578,3728,4811.0,2254.0,4616.0,2403,5081,5081.0,7189,3194.0
17579,3073,4388.0,2217.0,4265.0,2316,4555,4555.0,6519,3246.0
17581,8,74.0,33.0,74.0,33,74,74.0,74,33.0
17582,838,1231.0,597.0,1178.0,619,1277,1277.0,1639,824.0
17584,5638,8824.0,4541.0,8628.0,4861,9381,9381.0,11054,5697.0
17601,31493,44052.0,22392.0,42727.0,23411,45899,45899.0,55908,28312.0
17602,29168,39024.0,20197.0,36753.0,20964,40421,40421.0,48363,25853.0
17603,40990,51824.0,28093.0,48209.0,28680,53039,53039.0,67251,36664.0
17606,0,265.0,226.0,265.0,226,265,265.0,148,226.0
17701,25702,34934.0,17444.0,31334.0,17915,35983,35983.0,42259,21984.0
17702,6127,8310.0,4202.0,8190.0,4411,8647,8647.0,10484,5270.0
17720,134,227.0,129.0,226.0,131,239,239.0,257,137.0
17721,914,1280.0,651.0,1213.0,661,1327,1327.0,1635,820.0
17723,39,59.0,27.0,59.0,27,60,60.0,74,38.0
17724,2521,3609.0,1863.0,3410.0,1913,3710,3710.0,4686,2497.0
17727,3,22.0,17.0,22.0,17,22,22.0,22,17.0
17728,2798,3923.0,2008.0,3815.0,2048,3998,3998.0,4663,2315.0
17729,41,91.0,40.0,91.0,40,91,91.0,105,44.0
17730,11,51.0,51.0,51.0,51,51,51.0,51,51.0
17731,93,155.0,86.0,155.0,88,157,157.0,172,94.0
17737,3741,5105.0,2560.0,4986.0,2634,5317,5317.0,6617,3278.0
17739,13,27.0,12.0,27.0,12,27,27.0,27,12.0
17740,6541,9025.0,4481.0,8697.0,4588,9326,9326.0,11765,5763.0
17742,29,44.0,27.0,37.0,27,44,44.0,58,41.0
17744,1582,2246.0,1100.0,2197.0,1137,2351,2351.0,2747,1362.0
17745,11103,14972.0,7837.0,13299.0,8016,15253,15253.0,17378,9267.0
17747,1739,2189.0,1043.0,1946.0,1135,2323,2323.0,3474,1735.0
17748,53,100.0,47.0,96.0,47,111,111.0,121,52.0
